,Age,Height ,Weight,BMI,SmokingHistory ,Fasting Plasma Glucose (mg165.26dl),2-hour Postprandial Plasma Glucose (mg256.19dl),Fasting C-peptide (nmol0.47L),2-hour Postprandial C-peptide (nmol0.96L),Fasting Insulin (pmol111.99L),2-hour Postprandial insulin (pmol307.47L),HbA1c (mmol74.85mol),Glycated Albumin (%),Total Cholesterol (mmol4.84L),Triglyceride (mmol1.79L),High-Density Lipoprotein Cholesterol (mmol1.13L),Low-Density Lipoprotein Cholesterol (mmol3.12L),Creatinine (umol63.83L),Estimated Glomerular Filtration Rate  (ml116.68min116.681.73m2) ,Uric Acid (mmol333.88L),Blood Urea Nitrogen (mmol6.04L),Duration of diabetes (years),Alcohol Drinking History ,Vascular Complications,HypoglycemicAgents,OtherAgents,Gender ,Hypoglycemia 
2-hour Postprandial insulin (pmol307.47L),0.0,0.0,0.08422804,0.08529349,0.0,0.09472767,0.12281255,0.07908247,0.0,0.047433026,0.0,0.0,0.08461309,0.0,0.116028,0.0,0.11315156,0.0,0.0,0.0,0.0,0.0,0.0,0.02392312,0.0,0.08359051,0.0,0.06511639
HbA1c (mmol74.85mol),0.0,1.2204918e-05,0.0,0.0,8.877607e-06,0.0,0.0013698098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048852945,0.0,2.81815e-06,3.0228643e-05,3.4102137e-05,0.9979493,8.792662e-05,0.0,0.0,6.1307064e-06,0.0,1.010477e-05,0.0
Glycated Albumin (%),0.0,0.054262433,0.040294353,0.0,0.0,0.0,0.064591214,0.08644054,0.0,0.047288902,0.07357153,0.0,0.0,0.05743002,0.0,0.0,0.04928671,0.0,0.0,0.0,0.2426078,0.0,0.03572287,0.11076824,0.098726414,0.0,0.0,0.03900894
Total Cholesterol (mmol4.84L),0.14874953,0.06634525,0.0,0.0,0.0,0.0,0.0,0.0,0.040904075,0.094810165,0.0,0.0,0.049328554,0.0,0.0,0.0,0.0771933,0.10570014,0.05415517,0.0,0.0,0.0,0.08776709,0.03844735,0.12005941,0.031606417,0.0,0.084933564
Triglyceride (mmol1.79L),0.058903888,0.0,0.083766684,0.11179684,0.0663752,0.06821796,0.02544904,0.1327479,0.0,0.0,0.113955006,0.0,0.0,0.0,0.0,0.045220014,0.0,0.0,0.0,0.07502276,0.0,0.044836827,0.0,0.0,0.0,0.041221566,0.0,0.13248627
High-Density Lipoprotein Cholesterol (mmol1.13L),0.020254819,0.017622398,0.0,0.0,0.015772749,0.0,0.0,0.0,0.0,0.0,0.0,0.46954104,0.0,0.0,0.021124894,0.0,0.0,0.0253546,0.03241689,0.03619328,0.19512832,0.050350625,0.02524042,0.06506752,0.0,0.0,0.025932387,0.0
Low-Density Lipoprotein Cholesterol (mmol3.12L),0.07082905,0.072004795,0.10888194,0.0,0.0,0.07905309,0.0,0.033954643,0.047848612,0.07531314,0.071674615,0.0,0.035905614,0.065471575,0.0,0.0,0.0,0.07591872,0.0,0.0,0.0,0.0,0.08883255,0.020131273,0.06765071,0.030964203,0.0,0.055565406
Creatinine (umol63.83L),0.08876094,0.04510042,0.11532249,0.0,0.062984645,0.0,0.0,0.0,0.10788168,0.046876237,0.0,0.0032756089,0.0,0.078527816,0.0,0.030662103,0.06650031,0.0,0.08661349,0.0,0.0009412269,0.0,0.10982545,0.007940652,0.12712279,0.02166407,0.0,0.0
Estimated Glomerular Filtration Rate  (ml116.68min116.681.73m2) ,0.09044328,0.06504012,0.10700394,0.0,0.06868827,0.0,0.0,0.0,0.0,0.0,0.0,0.051939502,0.0,0.059475627,0.0,0.05795191,0.0,0.12803736,0.0,0.07393234,0.064047545,0.0,0.07834732,0.0,0.093956284,0.0,0.061136544,0.0
Uric Acid (mmol333.88L),0.10912775,0.0,0.0,0.18747032,0.092852995,0.062347718,0.0,0.0,0.0,0.0,0.0,0.07598404,0.0,0.0,0.081248365,0.08390462,0.0,0.0,0.09587291,0.0,0.0,0.103139676,0.0,0.0,0.0,0.0,0.10805162,0.0
Blood Urea Nitrogen (mmol6.04L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9544044,0.00012738218,0.0,0.0,0.00019416111,0.0,7.744444e-07,3.564903e-05,0.0,0.0,5.8709436e-05,0.0,0.045174737,0.0,0.0,4.103415e-06,0.0
Duration of diabetes (years),0.0,0.0,0.0,0.0,0.1048717,0.06790751,0.07888738,0.0,0.0,0.0,0.0,0.19754006,0.0,0.0,0.048961047,0.11769467,0.0,0.0,0.0,0.103996776,0.13791719,0.0,0.081066966,0.0,0.0,0.0,0.061156746,0.0
Alcohol Drinking History ,0.08627353,0.05093385,0.08920904,0.0,0.10770305,0.0,0.0,0.0,0.099354096,0.05622188,0.0,0.0,0.023362897,0.0668271,0.0,0.03128346,0.07974801,0.1125579,0.054318268,0.0,0.0,0.042984325,0.0,0.0,0.051778648,0.0,0.0,0.047443945
Vascular Complications,0.0,0.0,0.0,0.0,0.0,0.0006463483,0.0,0.0010450457,0.00057184976,0.0009839201,0.00023937353,0.0,0.0012746807,0.00051510177,0.0,0.0014190186,0.00031799817,0.00014319734,0.0,0.0,0.9900968,0.0,0.0,0.0,0.0,0.0024706312,0.00027599483,0.0
HypoglycemicAgents,0.0,0.068756215,0.0,0.0,0.0,0.09005412,0.0,0.0,0.084459744,0.052356265,0.0,0.010916636,0.09651418,0.13664527,0.0,0.0,0.09078154,0.19474842,0.097369984,0.0,0.0,0.0,0.07739771,0.0,0.0,0.0,0.0,0.0
OtherAgents,0.0,0.0,0.03736703,0.124126114,0.0,0.10054316,0.0,0.0,0.10545307,0.044294607,0.09780546,0.0,0.0,0.049516484,0.04910888,0.0,0.057195414,0.045684267,0.0,0.0,0.0,0.0,0.0,0.28890553,0.0,0.0,0.0,0.0
Gender ,0.0,0.4488892,0.0,0.0,0.094471954,0.0,0.0,0.0,0.0,0.042867154,0.0,0.02521135,0.0,0.0,0.0,0.06731773,0.0,0.0,0.08877516,0.120993026,0.0107051,0.06791713,0.0,0.032852154,0.0,0.0,0.0,0.0
Hypoglycemia ,0.12131712,0.0,0.0,0.0,0.13506924,0.0,0.0,0.0,0.0,0.12079258,0.076556556,0.0,0.052745327,0.13370258,0.15859602,0.0,0.10313159,0.0,0.0,0.0,0.0,0.0,0.09808899,0.0,0.0,0.0,0.0,0.0
